Identifiant,Code Postal,Présence,Adresse,Nom Officiel Commune / Arrondissement Municipal Majuscule,Automate 24-24,Mise à jour,Prix Gazole,Prix SP95,Prix SP98,Prix GPLc,Prix E10,Prix E85,Marque,Geo Point,Code officiel commune ou arrondissement
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,04.02.7193,2.153,1.999,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,04.02.7193,2.153,1.999,,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,04.02.7193,2.229,,2.169,,2.069,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,04.02.7193,,1.999,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,04.02.7193,,,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,04.02.7193,,,2.04,,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.05.7193,2.229,,2.169,,2.069,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,23.08.7193,1.99,1.999,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.08.7193,2.229,,2.169,,2.069,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.08.7193,2.244,,2.172,,2.062,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.08.7193,2.244,,,,,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.08.7193,,,2.172,,2.062,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.12.7193,2.199,,2.169,,2.069,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.12.7193,2.205,,2.172,,2.062,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,11.03.7194,1.955,1.999,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,11.03.7194,2.135,,2.152,,2.042,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,11.03.7194,2.135,,,,,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,11.03.7194,2.169,,2.129,,2.029,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.06.7194,1.875,1.785,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.06.7194,1.875,,2.04,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.06.7194,2.139,,2.099,,1.999,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.751,1.765,2.04,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.751,1.765,2.04,,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.855,,1.872,,1.762,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.855,,1.872,,1.762,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.855,,,,1.762,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.855,,,,1.762,,Total Energies,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.09.7194,1.889,,1.865,0.749,1.789,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.889,,1.869,,1.789,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,1.889,,,,,,Intermarché,"48.2781482523, 6.96070519556",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.09.7194,1.909,,1.865,0.749,1.789,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.09.7194,1.959,,1.919,,1.819,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,,1.765,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,,1.765,,,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.09.7194,,,1.865,0.749,1.789,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.09.7194,,,1.869,,1.789,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,05.01.7195,1.899,,1.899,,1.799,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.04.7195,1.899,,1.899,,1.799,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,1.798,1.765,1.999,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,1.798,1.765,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,1.815,,1.872,,1.762,,Total Energies,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,1.859,,1.869,,1.789,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,24.07.7195,1.899,,1.899,,1.799,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,,1.765,1.999,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,24.07.7195,,,1.872,,1.762,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.11.7195,1.825,,1.882,,1.772,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.11.7195,1.825,,1.882,,1.772,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.11.7195,1.825,,,,,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.11.7195,1.825,,,,,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,01.11.7195,1.845,1.765,1.999,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,01.11.7195,1.859,,1.865,0.749,1.789,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.11.7195,1.899,,1.899,,1.799,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,09.02.7196,1.899,,1.899,,1.799,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.05.7196,1.845,,1.877,,1.767,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.05.7196,1.845,,,,,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.05.7196,1.919,,1.899,,1.799,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,1.795,1.745,1.845,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,1.795,1.745,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,1.835,,1.862,,1.752,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,1.835,,,,,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.08.7196,1.899,,1.899,,1.799,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,,1.745,1.845,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.08.7196,,1.745,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,05.12.7196,1.869,,1.899,,1.799,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.03.7197,1.869,,1.899,,1.799,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.06.7197,1.829,,1.854,,1.744,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.06.7197,1.829,,,,1.744,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.06.7197,1.869,,1.899,,1.799,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.10.7197,1.829,,1.854,,1.744,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.10.7197,1.869,,1.899,,1.799,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,09.01.7198,1.829,,1.854,,1.744,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,09.01.7198,1.835,1.745,1.845,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,1.835,,1.845,0.749,1.739,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,1.835,,1.845,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,1.835,,1.845,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,1.835,,,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,1.835,,,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,09.01.7198,1.869,,1.899,,1.799,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,09.01.7198,,,1.845,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.04.7198,1.825,1.765,1.795,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.04.7198,1.829,,1.854,,1.744,,Total Energies,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.04.7198,1.849,,1.845,,1.739,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.04.7198,1.849,,,,1.739,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.04.7198,1.889,,1.899,,1.799,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.04.7198,,,1.845,,,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,1.855,1.805,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,1.878,,1.859,,1.749,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,1.878,,1.859,,1.749,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,28.07.7198,1.929,,1.929,,1.829,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,,1.805,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,,,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,,,1.859,,1.749,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,28.07.7198,,,1.859,,1.749,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,05.11.7198,1.969,,1.929,,1.829,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,05.11.7198,1.975,1.805,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,05.11.7198,1.975,,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,13.02.7199,1.969,,1.929,,1.829,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,24.05.7199,1.969,,1.929,,1.829,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,01.09.7199,1.899,,1.845,,1.749,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,01.09.7199,1.899,,1.845,,,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.09.7199,1.969,,1.929,,1.829,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,01.09.7199,1.975,1.785,1.835,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,01.09.7199,,1.785,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,10.12.7199,1.899,1.785,1.815,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,10.12.7199,1.899,,1.845,0.749,1.739,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,10.12.7199,1.899,,1.845,0.749,,0.719,CORA,"48.2718645613, 6.96963902125",88424
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.12.7199,1.903,,1.859,,1.749,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,10.12.7199,1.989,,1.929,,1.829,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.12.7199,,,1.859,,1.749,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.12.7199,,,1.859,,1.749,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.03.7200,1.922,,1.859,,1.749,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.03.7200,1.989,,1.929,,1.829,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.06.7200,1.859,1.759,1.799,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.06.7200,1.859,,,0.839,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.06.7200,1.906,,1.859,,1.749,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.06.7200,1.906,,1.859,,1.749,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.06.7200,1.969,,1.929,,1.829,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,05.10.7200,1.929,,1.899,,1.799,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,13.01.7201,1.929,,1.899,,1.799,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.04.7201,1.886,,1.849,,1.739,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.04.7201,1.886,,1.849,,1.739,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.04.7201,1.886,,,,,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.04.7201,1.886,,,,,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.04.7201,1.929,,1.899,,1.799,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.08.7201,1.929,,1.899,,1.799,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,09.11.7201,1.859,1.735,1.75,0.839,,,Leclerc,"48.29321, 6.93455",88413
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
